url,response,exception
instagram.com/p/C8DVezWtVdQ,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C714WpNiQK8,"{""reel_url"": ""https://www.instagram.com/p/C714WpNiQK8"", ""brands"": [""Kiabi"", ""HM""], ""verticals"": {""fashion"": {""Kids Dresses"": {""colors"": [""Black"", ""White""], ""patterns"": [""Floral""], ""brands"": [""Kiabi""]}, ""Kids Shoes"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""Unknown""]}, ""Kids Socks"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Unknown""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C735tdopNMe,"{""reel_url"": ""https://www.instagram.com/p/C735tdopNMe"", ""brands"": [""NEXTBABY"", ""h&m""], ""verticals"": {""fashion"": {""Kids T-shirts"": {""colors"": [""Yellow"", ""Orange"", ""Black""], ""patterns"": [""Graphic""], ""brands"": [""NEXTBABY""]}, ""Kids Pants"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""h&m""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C733PqqMRPc,"{""reel_url"": ""https://www.instagram.com/p/C733PqqMRPc"", ""fashion"": {""Kids Dresses"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Necklaces"": {""colors"": [""Gold"", ""Red""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73xTYXIYyT,"{""reel_url"": ""https://www.instagram.com/p/C73xTYXIYyT"", ""fashion"": {""Kids Trousers"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}, ""Kids Tops"": {""colors"": [""White""], ""patterns"": [""Animal print""], ""brands"": []}, ""Kids Bibs"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73umaXMd9N,"{""reel_url"": ""https://www.instagram.com/p/C73umaXMd9N"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Green""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [""Ombre""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73qnqugusc,"{""reel_url"": ""https://www.instagram.com/p/C73qnqugusc"", ""fashion"": {""Kids Bibs"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Blankets"": {""colors"": [""Blue"", ""Brown"", ""Beige""], ""patterns"": [""Patterned""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C73n3nPt9pC,"{""reel_url"": ""https://www.instagram.com/p/C73n3nPt9pC"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Zara""]}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73ptuaot5z,"{""reel_url"": ""https://www.instagram.com/p/C73ptuaot5z"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Hats"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73pxbUM_En,"{""reel_url"": ""https://www.instagram.com/p/C73pxbUM_En"", ""classification"": ""others""}"
instagram.com/p/C73pxbYMF9g,"{""reel_url"": ""https://www.instagram.com/p/C73pxbYMF9g"", ""classification"": ""others""}"
instagram.com/p/C73m8IAsZqk,"{""reel_url"": ""https://www.instagram.com/p/C73m8IAsZqk"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""White""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Sunglasses"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73laf9trgK,"{""reel_url"": ""https://www.instagram.com/p/C73laf9trgK"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Pink"", ""Green""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73jOjiI9cn,"{""reel_url"": ""https://www.instagram.com/p/C73jOjiI9cn"", ""classification"": ""others""}"
instagram.com/p/C73dk8LoOqZ,"{""reel_url"": ""https://www.instagram.com/p/C73dk8LoOqZ"", ""fashion"": {""Kids Jackets"": {""colors"": [""White"", ""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73df1bspE-,"{""reel_url"": ""https://www.instagram.com/p/C73df1bspE-"", ""brands"": [], ""verticals"": {""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Leggings"": {""colors"": [""Peach"", ""White""], ""patterns"": [""Floral""], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73cSuoPew0,"{""reel_url"": ""https://www.instagram.com/p/C73cSuoPew0"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [""Solid""], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Yellow""], ""patterns"": [""Solid""], ""brands"": []}, ""Baby Clothes"": {""colors"": [""Pink""], ""patterns"": [""Solid""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73biBroKMq,"{""reel_url"": ""https://www.instagram.com/p/C73biBroKMq"", ""brands"": [""H&M""], ""verticals"": {""fashion"": {""Kids Jackets"": {""colors"": [""Blue""], ""patterns"": [""Solid""], ""brands"": [""H&M""]}, ""Kids T-shirts"": {""colors"": [""White"", ""Blue""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [""Solid""], ""brands"": [""H&M""]}, ""Kids Shoes"": {""colors"": [""Beige""], ""patterns"": [""Solid""], ""brands"": []}}}, ""comment"": ""\n"", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73Xk__Nou-,"{""reel_url"": ""https://www.instagram.com/p/C73Xk__Nou-"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Sunglasses"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73XLn-ICt7,"{""reel_url"": ""https://www.instagram.com/p/C73XLn-ICt7"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink"", ""Beige"", ""White""], ""patterns"": [""Striped"", ""Ditsy""], ""brands"": [""zarakids"", ""hmkids""]}, ""Kids Shoes"": {""colors"": [""Pink"", ""White""], ""patterns"": [""Ombre""], ""brands"": []}, ""Kids Bows"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73WmfdIKY3,"{""reel_url"": ""https://www.instagram.com/p/C73WmfdIKY3"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Leggings"": {""colors"": [""Pink"", ""White""], ""patterns"": [""Polka""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C73SHtjxmC-,"{""reel_url"": ""https://www.instagram.com/p/C73SHtjxmC-"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Green""], ""patterns"": [""Ditsy""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73QmJCs37Q,"{""reel_url"": ""https://www.instagram.com/p/C73QmJCs37Q"", ""fashion"": {""Kids Dungarees"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C73QgJUICvL,"{""reel_url"": ""https://www.instagram.com/p/C73QgJUICvL"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""hmkidsfashion""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73FTnEiNed,"{""reel_url"": ""https://www.instagram.com/p/C73FTnEiNed"", ""fashion"": {""Kids Dresses"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Next""]}, ""Kids Shoes"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""Primark""]}, ""Kids Headbands"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Dorothy Perkins""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73DvrtIFRW,"{""reel_url"": ""https://www.instagram.com/p/C73DvrtIFRW"", ""classification"": ""others""}"
instagram.com/p/C73AbHKSMYn,"{""reel_url"": ""https://www.instagram.com/p/C73AbHKSMYn"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [""Ditsy""], ""brands"": [""hm_kids""]}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Red"", ""Blue""], ""patterns"": [], ""brands"": [""skechers""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7yp0rapZzi,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C727C1-J_kI,"{""reel_url"": ""https://www.instagram.com/p/C727C1-J_kI"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Black"", ""Yellow""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C726ffjPC-Y,"{""reel_url"": ""https://www.instagram.com/p/C726ffjPC-Y"", ""brands"": [""hm_kids""], ""verticals"": {""fashion"": {""Kids Sweatshirts"": {""colors"": [""White"", ""Red"", ""Blue""], ""patterns"": [], ""brands"": [""hm_kids""]}, ""Kids Trousers"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""hm_kids""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7lDUUHp0U6,"{""reel_url"": ""https://www.instagram.com/p/C7lDUUHp0U6"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Leggings"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Headbands"": {""colors"": [""White"", ""Blue""], ""patterns"": [], ""brands"": []}}, ""comment"": ""\n\nPlease note that the analysis is based on the visible clothing items and there may be items that are not fully visible or identifiable due to the view angle or the image quality, which is why some categories may not be complete or could be missing. Since I also do not have the ability to perform optical character recognition or identify brands without distinctive logos, the 'brands' field is left empty."", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C72sZ6aSpms,"{""reel_url"": ""https://www.instagram.com/p/C72sZ6aSpms"", ""fashion"": {""Kids Tops"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Leggings"": {""colors"": [""White""], ""patterns"": [""Ditsy""], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Navy""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C72n3qNyuIF,"{""reel_url"": ""https://www.instagram.com/p/C72n3qNyuIF"", ""type"": ""function"", ""function"": {""name"": ""videoAnalysisLifestyle"", ""parameters"": {""type"": ""object"", ""description"": ""An AI-powered brand manager analysis of Instagram image for kids' clothing brand characteristics."", ""properties"": {""brands"": [], ""verticals"": {""title"": ""Product verticals"", ""type"": ""object"", ""description"": ""Product verticals in the image"", ""properties"": {""fashion"": {""Kids Dresses"": {""type"": ""object"", ""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": [""Black""], ""patterns"": [""Ombre""], ""brands"": [""H&M""]}}, ""Kids Shoes"": {""type"": ""object"", ""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Asics""]}}, ""Kids Socks"": {""type"": ""object"", ""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}}}}}}}, ""comment"": ""\nPlease note that the above analysis is based primarily on the visible content of the image and the information provided in the caption. The tags 'gapbaby', 'H&M', and 'Asics' have been included as brands based on the caption analysis. The patterns and colors represented are based on the observable characteristics of the clothing in the image."", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C72Q9VgM9zy,"{""reel_url"": ""https://www.instagram.com/p/C72Q9VgM9zy"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Blue"", ""Yellow"", ""Orange""], ""patterns"": [], ""brands"": [""Smiley""]}, ""Kids Shorts"": {""colors"": [""Black"", ""White""], ""patterns"": [""Ditsy""], ""brands"": [""Another Fox""]}, ""Kids Sneakers"": {""colors"": [""Blue"", ""White"", ""Yellow""], ""patterns"": [], ""brands"": [""Jumpman""]}, ""Kids Headbands"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""Blue"", ""Yellow""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C72O2n4pkX_,"{""reel_url"": ""https://www.instagram.com/p/C72O2n4pkX_"", ""fashion"": {""Kids Pajamas"": {""colors"": [""Peach"", ""White""], ""patterns"": [""Floral""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C72JLA3oZR-,"{""reel_url"": ""https://www.instagram.com/p/C72JLA3oZR-"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Blue"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": []}, ""Kids Sandals"": {""colors"": [""Yellow""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C72CY3nsTrK,"{""reel_url"": ""https://www.instagram.com/p/C72CY3nsTrK"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Green"", ""Yellow"", ""Pink"", ""Blue""], ""patterns"": [""Ditsy""], ""brands"": []}, ""Kids Caps"": {""colors"": [""Beige"", ""Black""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C71_P4riWmy,"{""reel_url"": ""https://www.instagram.com/p/C71_P4riWmy"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Beige"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Beige"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Beanies"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Bibs"": {""colors"": [""Gold""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C711VFathSW,"{""reel_url"": ""https://www.instagram.com/p/C711VFathSW"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""Grey"", ""Green""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Socks"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""type"": ""object"", ""description"": ""Brands, patterns and colours of the products."", ""properties"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C711NOgN7S1,"{""reel_url"": ""https://www.instagram.com/p/C711NOgN7S1"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C71y3HSsub1,"{""reel_url"": ""https://www.instagram.com/p/C71y3HSsub1"", ""fashion"": {""Kids Jackets"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids T-shirts"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Black""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C71wxGxo0Bu,"{""reel_url"": ""https://www.instagram.com/p/C71wxGxo0Bu"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""Blue"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C71viwdswrn,"{""reel_url"": ""https://www.instagram.com/p/C71viwdswrn"", ""brands"": [], ""verticals"": {""fashion"": {""Kids Blazers"": {""colors"": [""Navy""], ""patterns"": [""Checkered""], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Formal Shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
